sequence_id	membership_class	population	exact_sequence_present	best_hit_target	best_hit_identity	best_hit_query_coverage	best_hit_target_coverage	best_hit_evalue	leakage_class	population_role	unit	denominator
CAND_UG13_30	CANDIDATE	align000044	NO	B.m.	0.2660	0.5520	0.2740	6.33e-09	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG14_43	CANDIDATE	align000044	NO	B.h.	0.2860	0.5600	0.5380	1.89e-16	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG15_123	CANDIDATE	align000044	NO	B.h.	0.2910	0.2010	0.2250	1.76e-04	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG15_31	CANDIDATE	align000044	NO	B.a.-07	0.3020	0.1660	0.1770	1.24e-05	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG15_42	CANDIDATE	align000044	NO	P.a.	0.2660	0.1350	0.1530	1.48e-04	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG15_65	CANDIDATE	align000044	NO	B.h.	0.3200	0.1880	0.2250	5.08e-06	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG15_74	CANDIDATE	align000044	NO	P.a.	0.2910	0.2590	0.2800	1.59e-09	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG16_41	CANDIDATE	align000044	NO	C.s.	0.2380	0.3520	0.3320	1.55e-08	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG16_60	CANDIDATE	align000044	NO	C.s.	0.2280	0.3750	0.3540	8.18e-05	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG16_91	CANDIDATE	align000044	NO	S.ma.	0.2340	0.3650	0.3820	1.03e-04	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG17_254	CANDIDATE	align000044	NO	B.m.rbcLI1	0.2360	0.4920	0.4680	4.51e-14	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG17_289	CANDIDATE	align000044	NO	E.c.B	0.2410	0.7470	0.8920	1.50e-15	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG17_32	CANDIDATE	align000044	NO	B.m.rbcLI1	0.2460	0.2350	0.3900	8.25e-13	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG18_36	CANDIDATE	align000044	NO	B.m.rbcLI1	0.2410	0.2130	0.3040	3.82e-09	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG18_58	CANDIDATE	align000044	NO	S.ma.	0.6060	0.8680	0.9900	1.53e-191	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG19_156	CANDIDATE	align000044	NO	S.ma.	0.4080	0.7600	0.8670	5.32e-92	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG19_20	CANDIDATE	align000044	NO	S.me.	0.5340	0.5630	0.9760	1.52e-143	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG19_229	CANDIDATE	align000044	NO	P.p.	0.2400	0.3920	0.4460	3.28e-11	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG1_12	CANDIDATE	align000044	NO	L.l.	0.3230	0.8870	0.9280	3.18e-85	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG1_3	CANDIDATE	align000044	NO	S.f.	0.6850	0.5150	0.8890	8.01e-173	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG1_8	CANDIDATE	align000044	NO	S.f.	0.7000	0.5920	0.9070	3.82e-181	HIGH_IDENTITY_GE_70	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG20_0	CANDIDATE	align000044	NO	S.p.cox2I1	0.2980	0.1820	0.1320	1.08e-07	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG20_1	CANDIDATE	align000044	NO	S.p.	0.2470	0.4540	0.5270	2.26e-10	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG20_2	CANDIDATE	align000044	NO	S.p.	0.2430	0.4390	0.5250	4.43e-12	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG21_13	CANDIDATE	align000044	NO	B.h.	0.2430	0.3590	0.4900	6.06e-09	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG21_25	CANDIDATE	align000044	NO	P.a.	0.2700	0.3660	0.4040	8.41e-14	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG22_1	CANDIDATE	align000044	NO	S.ma.	0.5120	1.0000	0.9980	2.63e-229	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG22_14	CANDIDATE	align000044	NO	S.ma.	0.5730	0.5720	0.8950	3.72e-156	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG22_46	CANDIDATE	align000044	NO	S.me.	0.5430	0.6300	0.9590	1.07e-145	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG23_4	CANDIDATE	align000044	NO	X.f.	0.3790	0.6370	0.9160	1.65e-68	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG24_10	CANDIDATE	align000044	NO	P.p.LSUI2	0.2900	0.2180	0.1810	1.22e-09	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG25_185	CANDIDATE	align000044	NO	B.h.	0.2550	0.6250	0.5290	1.40e-11	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG25_34	CANDIDATE	align000044	NO	S.ma.	0.3720	0.6810	0.7620	3.35e-60	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG26_78	CANDIDATE	align000044	NO	B.h.	0.2450	0.6220	0.7060	3.07e-19	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG26_86	CANDIDATE	align000044	NO	B.m.rbcLI1	0.2610	0.5430	0.5510	1.32e-14	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG28_6	CANDIDATE	align000044	NO	P.p.LSUI1	0.3090	0.2770	0.2330	7.17e-10	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG28b_1	CANDIDATE	align000044	NO	S.f.	0.3510	0.4920	0.9790	1.16e-58	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG2_112	CANDIDATE	align000044	NO	P.p.LSUI1	0.2890	0.5270	0.3310	3.16e-12	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG2_75	CANDIDATE	align000044	NO	S.p.	0.2460	0.4720	0.3860	4.65e-08	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG2_80	CANDIDATE	align000044	NO	P.p.LSUI2	0.3000	0.2660	0.2230	3.46e-08	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG2_83	CANDIDATE	align000044	NO	C.s.	0.2760	0.3120	0.2450	1.97e-08	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG3_32	CANDIDATE	align000044	NO	S.ma.	0.5220	0.6710	0.9130	9.43e-154	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG3_72	CANDIDATE	align000044	NO	S.ma.	0.5850	0.7920	0.9880	1.20e-190	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG4_11	CANDIDATE	align000044	NO	B.m.rbcLI1	0.2280	0.2320	0.3040	2.05e-13	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG5_1	CANDIDATE	align000044	NO	NO_HIT					DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG5_84	CANDIDATE	align000044	NO	S.ma.	0.2640	0.2260	0.2200	8.89e-08	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG5_93	CANDIDATE	align000044	NO	S.p.cox2I1	0.2410	0.5990	0.2830	3.24e-10	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG6_32	CANDIDATE	align000044	NO	E.v.psbCI4	0.3820	0.8630	0.9570	4.57e-102	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG6_41	CANDIDATE	align000044	NO	P.p.	0.3610	0.1400	0.1310	4.83e-06	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG6_87	CANDIDATE	align000044	NO	S.p.	0.2560	0.4000	0.3130	1.26e-08	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG7_0	CANDIDATE	align000044	NO	B.m.	0.4410	0.9510	0.9900	4.23e-139	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG7_2	CANDIDATE	align000044	NO	B.m.rbcLI1	0.2510	0.4500	0.4950	4.48e-08	DISTANT_OR_NO_HIT	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG8_118	CANDIDATE	align000044	NO	S.f.	0.3700	0.6030	0.9740	2.42e-69	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG8_126	CANDIDATE	align000044	NO	C.s.	0.5200	0.8640	0.9900	3.82e-189	MODERATE_GE_50	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
CAND_UG8_473	CANDIDATE	align000044	NO	E.c.B	0.4860	0.9050	0.9950	6.32e-137	REMOTE_GE_30	the historical reconstruction substrate; overlap here would mean the old seed and the new frame share sequences	old-seed sequence vs one population	167 seed sequences vs 66 in align000044
