evidence_id	element_name	mestre_terminal_id	rt_accession	evidence_tier	rt_ncrna_pairing_evidence	rtdna_production_xEco1	rtdna_sequence_determined	rtdna_len_nt	human_editing_xEco1	bacterial_editing_xEco1	phage_editing_xEco1	experimental_structure	rt_mutagenesis	ncrna_mutagenesis	swap_or_crossreactivity	orthogonality_exchange	rt_seq_local	ncrna_seq_local	exposure_class_vs_project	embed_folds_touched	rt_in_exact_rt_catalogue	exact_pair_in_PAIR_ELIG	independence_status	usable_as	source_paper	caveats
EXP-K127	Cps	terminal_257	fig|28229.4.peg.4229	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.317920642	YES	95	0	0.390924794	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	YES	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K128	Csp	terminal_1165	fig|411484.7.peg.436	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K129	Csp	terminal_430	fig|1226325.3.peg.2005	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	2.339048049	YES	115	undetermined	1.889617277	0.09571314	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K130	Cch	terminal_1609	fig|225345.3.peg.1103	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	2.015198951	YES	130	25.88140338	0.49942146	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	YES	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K131	Cbo	terminal_781	fig|1491.669.peg.2217	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K132	Cba	terminal_1531	fig|1232453.3.peg.2795	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	84.48864253	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K133	Cba	terminal_818	fig|1950841.3.peg.2383	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.008140166	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K134	Csp	terminal_397	fig|1500289.3.peg.4469	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.026777971	YES	171	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K135	Csp	terminal_1499	fig|1500289.3.peg.4103	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K136	Cgl	terminal_1498	fig|1685010.5.peg.4376	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.014145811	YES	116	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K137	Csp	terminal_34	fig|1777131.3.peg.2267	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	49.5387067	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K138	Cei	terminal_1673	fig|634771.3.peg.967	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	1.969985491	YES	141	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K139	Cle	terminal_817	fig|642492.3.peg.2638	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	9.35236151	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K140	Cha	terminal_783	fig|576117.5.peg.4005	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K141	Cne	terminal_1552	fig|158822.8.peg.1905	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.015513692	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K142	Cle	terminal_729	fig|1974627.3.peg.386	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	NO	0	0.124807263	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K143	Csp	terminal_1731	fig|2005463.3.peg.257	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.03666868	YES	144	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K144	Bag	terminal_1438	fig|82977.3.peg.3268	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	49.14510169	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K145	Bub	terminal_161	fig|101571.310.peg.3956	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.930615785	YES	86	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K146	Bps	terminal_314	fig|1306420.5.peg.1032	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K147	Baq	terminal_443	fig|1111728.3.peg.587	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.649121856	YES	99	3.72262277	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K148	Ber	terminal_939	fig|1437360.11.peg.2429	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	YES	106	0.098939625	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K149	Bsp	terminal_1856	fig|1798228.3.peg.3756	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K150	Bfr	terminal_613	fig|1339287.3.peg.1113	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	NO	0	1.704766089	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K151	Bst	terminal_1054	fig|293386.15.peg.304	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	NO	0	0.068627198	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K152	Bsp	terminal_406	fig|360310.3.peg.4853	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.072624062	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K153	Bps	terminal_1595	fig|79884.3.peg.1106	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	6.456193848	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K154	Ban	terminal_808	fig|1392.364.peg.2564	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.352	YES	88	0.234643512	0.776367532	0.774919449	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K155	Abe	terminal_824	fig|170623.6.peg.4661	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.719435522	YES	73	4.735181883	0.81385806	0.208709384	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K156	Abe	terminal_825	fig|170623.7.peg.704	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K157	Asp	terminal_1823	fig|1704044.3.peg.520	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	4.385404553	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K158	Ama	terminal_1190	fig|505249.7.peg.1802	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.709527032	YES	91	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
